"Month","Year","Sydney central east","Sydney north west","Sydney south west","Illawarra","Lower Hunter","Mean"
1,"2017",81.3548387096774,77.6774193548387,100.838709677419,41.8064516129032,54.4193548387097,71.2193548387097
2,"2017",62.4838709677419,61.8387096774194,66.3225806451613,56.7741935483871,64.258064516129,62.3354838709677
3,"2017",99.1428571428571,63.8928571428571,61.3571428571429,52.7857142857143,59.6071428571429,67.3571428571429
4,"2017",57.7096774193548,60.1935483870968,61.7741935483871,61.0322580645161,62.5483870967742,60.6516129032258
5,"2017",61.0645161290323,51.4516129032258,79.6129032258064,42.4838709677419,55.258064516129,57.9741935483871
6,"2017",56.3666666666667,53.9,59.2333333333333,39.7666666666667,45.6333333333333,50.98
7,"2017",110.483870967742,41.5806451612903,44.9354838709677,46.3870967741936,48.2903225806452,58.3354838709677
8,"2017",55.5483870967742,51.3548387096774,53.9354838709677,46.258064516129,47.4193548387097,50.9032258064516
9,"2017",43.9666666666667,46.9666666666667,48.5666666666667,37.8,39,43.26
10,"2017",59,54.2903225806452,56.3870967741936,55.7096774193548,53.4516129032258,55.7677419354839
11,"2017",75.3,74.1333333333333,90.5,59.7333333333333,62.7333333333333,72.48
0,"2018",103.566666666667,140.833333333333,146.333333333333,62.6666666666667,56.8666666666667,102.053333333333
1,"2018",121.935483870968,50.5483870967742,88.258064516129,58.8387096774194,53.3870967741936,74.5935483870968
2,"2018",60.6129032258064,65.9354838709677,71.3548387096774,58.2258064516129,58.6451612903226,62.9548387096774
3,"2018",52.75,56.6428571428571,61.1428571428571,51.8214285714286,57.5,55.9714285714286
4,"2018",56.258064516129,65.4838709677419,67.9677419354839,81.4838709677419,55.7741935483871,65.3935483870968
5,"2018",78,69.3548387096774,80.8387096774194,59.5806451612903,62.0967741935484,69.9741935483871
6,"2018",49.6666666666667,59.2,57,38.9333333333333,41.8666666666667,49.3333333333333
7,"2018",56.9677419354839,57.6129032258064,57.9032258064516,53.8387096774194,56.7741935483871,56.6193548387097
8,"2018",86,120.096774193548,98.0322580645161,51.6774193548387,51.741935483871,81.5096774193548
9,"2018",58.1,62.4,60.2,53.0333333333333,71.5333333333333,61.0533333333333
10,"2018",48.1290322580645,50.7741935483871,50.6129032258064,48.9677419354839,49.0645161290323,49.5096774193548
11,"2018",59.2,51.8666666666667,53.3333333333333,49.1333333333333,47.5333333333333,52.2133333333333
0,"2019",68.7666666666667,60.6666666666667,134.633333333333,42.6666666666667,45.2666666666667,70.4
1,"2019",55.5483870967742,75.2903225806452,55.3870967741936,54.2258064516129,54.2903225806452,58.9483870967742
2,"2019",279.064516129032,368.548387096774,892.41935483871,181.354838709677,173.290322580645,378.935483870968
3,"2019",54.6785714285714,57.3928571428571,63.75,56.5714285714286,59.2142857142857,58.3214285714286
4,"2019",67.0322580645161,78.2258064516129,82.9677419354839,71.258064516129,78.1935483870968,75.5354838709677
5,"2019",47.9354838709677,52.9677419354839,52.1612903225806,44.7096774193548,49.2903225806452,49.4129032258065
6,"2019",52.4666666666667,168.866666666667,55.5333333333333,92.1,46.1666666666667,83.0266666666667
7,"2019",56.1612903225806,54.5806451612903,54.9354838709677,48.4516129032258,57.3225806451613,54.2903225806452
8,"2019",82.6451612903226,106.129032258065,101.806451612903,54.8064516129032,49.4838709677419,78.9741935483871
9,"2019",192.6,317.533333333333,181.7,123.333333333333,157.933333333333,194.62
10,"2019",73.5483870967742,77.5806451612903,76.6451612903226,66.3870967741936,84.5483870967742,75.741935483871
11,"2019",55.8333333333333,50.3,49.8,48.7,60.2666666666667,52.98
0,"2020",46.0333333333333,67.7333333333333,51.6,45.5,49.6,52.0933333333333
1,"2020",69.9354838709677,64.8387096774194,56.6451612903226,44.9032258064516,48.1290322580645,56.8903225806452
2,"2020",58.7586206896552,60.7241379310345,61.6206896551724,57,59.448275862069,59.5103448275862
3,"2020",163.096774193548,206.677419354839,312.451612903226,223.935483870968,145.741935483871,210.38064516129
4,"2020",56.8064516129032,57.5806451612903,56.3870967741936,41.0322580645161,45.5483870967742,51.4709677419355
5,"2020",53.5,69.0333333333333,60.9,38.6666666666667,50.4,54.5
6,"2020",42.5483870967742,42.5161290322581,43.0645161290323,42.6129032258064,47.0967741935484,43.5677419354839
7,"2020",47.258064516129,49.0322580645161,50.2258064516129,39.6129032258064,44.9677419354839,46.2193548387097
8,"2020",66.92,58.2,64.24,49.56,53.76,58.536
9,"2020",55.4333333333333,53.6333333333333,95.8333333333333,47.3,47.3,59.9
